Worker_refined,repo_refined,Coding Effort,"Month, Day, Year of Date"
gvx,MQB,0,9/28/2015
ufx,ZZO,5,9/28/2015
rri,ZZO,0,9/28/2015
ods,ZZO,5,9/28/2015
kge,ZZO,0,9/28/2015
kfh,ZZO,0,9/28/2015
rih,HOE,0.16,9/28/2015
anu,CSA,1.38,9/28/2015
wmh,CUI,0,9/28/2015
tmx,KSD,0,9/28/2015
pcd,DPI,0,9/28/2015
pcd,MHI,2.85,9/28/2015
pcd,DRX,0,9/28/2015
pcd,OSZ,2.13,9/28/2015
hwf,VRS,0,9/28/2015
abr,TEK,5,9/28/2015
ofx,DQZ,5,9/28/2015
aol,HWK,2.66,9/28/2015
aol,TQG,2.33,9/28/2015
ltk,CBA,5,9/28/2015
bhb,ZZO,5,9/28/2015
pct,HJR,3.76,9/28/2015
pct,JBQ,1.07,9/28/2015
pct,VUM,0.15,9/28/2015
ffp,THG,5,9/28/2015
ryo,XBM,0,9/28/2015
ool,NLY,5.48,9/28/2015
lvy,IAJ,5,9/28/2015
ozk,LSY,5,9/28/2015
rtt,KHL,0,9/28/2015
zmi,ZSE,5,9/28/2015
ejj,HEU,0,9/28/2015
zss,QNY,0,9/28/2015
dyi,VBP,5,9/28/2015
rzx,OYH,4.99,9/28/2015
rzx,JJJ,0,9/28/2015
ejq,COH,0,9/28/2015
wal,DQZ,5,9/28/2015
qad,GYI,1.96,9/28/2015
qad,WTN,3.03,9/28/2015
dse,DKJ,5,9/28/2015
eor,SHI,0,9/28/2015
cmt,ZDI,0,9/28/2015
tdy,LZH,0,9/28/2015
ldn,XDJ,0,9/28/2015
jbf,LZH,0,9/28/2015
hil,QVR,5,9/28/2015
ctt,ENN,0,9/28/2015
iac,ZOD,0,9/28/2015
iac,GYL,5,9/28/2015
uts,NTU,0,9/28/2015
zxr,LSY,5,9/28/2015
nlk,RXS,0,9/28/2015
mdq,KGD,5,9/28/2015
guh,MHI,5,9/28/2015
rzw,DUR,0,9/28/2015
hbx,BKC,5,9/28/2015
jll,OOT,0,9/28/2015
bri,VPS,0,9/28/2015
bri,ZDB,0,9/28/2015
bri,KAM,5,9/28/2015
pvk,OFI,0,9/28/2015
biz,KHL,5,9/28/2015
rqp,VIX,5,9/28/2015
ltd,PCS,0,9/28/2015
icr,PCS,5,9/28/2015
lun,KAM,0,9/28/2015
igy,FTK,5,9/28/2015
bpk,UKF,5,9/28/2015
khj,UKF,5,9/28/2015
frd,ZZO,5,9/28/2015
lmf,LJR,0,9/28/2015
mfe,TBF,5,9/28/2015
hol,NBX,4.99,9/28/2015
hol,OQA,0,9/28/2015
dhn,FQM,0,9/28/2015
upl,GVD,5,9/28/2015
sxy,VLE,4.21,9/28/2015
gir,ZOD,0,9/28/2015
ajf,VKA,0,9/28/2015
nbu,YAY,2.38,9/28/2015
tom,LSY,1.93,9/28/2015
otz,XBV,5,9/28/2015
dpu,JXW,5,9/28/2015
eif,DQZ,5,9/28/2015
gtn,XNP,5,9/28/2015
yru,QMB,0,9/28/2015
crl,NDJ,5,9/28/2015
emo,OFI,0,9/28/2015
ygr,RKJ,5,9/28/2015
eaa,LZH,5,9/28/2015
diq,XDJ,0,9/28/2015
uyx,WHS,5,9/28/2015
hwh,VKK,5,9/28/2015
kzy,OYH,4.99,9/28/2015
kzy,PDE,0,9/28/2015
lmx,SLP,5,9/28/2015
qef,XBV,5,9/28/2015
jyr,MHI,1.76,9/28/2015
jyr,DRX,0,9/28/2015
jyr,OSZ,3.21,9/28/2015
jyr,SUE,0.02,9/28/2015
shf,BEK,5,9/28/2015
tfa,SWQ,0,9/28/2015
wuh,VUM,0,9/28/2015
mtb,EUQ,0,9/28/2015
isg,WZI,0,9/28/2015
bxr,RNR,0,9/28/2015
sud,UKA,5,9/28/2015
abl,QXO,2.11,9/28/2015
pqy,YEV,5,9/28/2015
wuo,XSV,5,9/28/2015
sgt,SHR,4,9/28/2015
sgt,PCS,0.99,9/28/2015
clo,LZH,0,9/28/2015
hhk,GRL,0,9/28/2015
xig,PCS,0,9/28/2015
fse,JTA,0,9/28/2015
wsy,UKA,5,9/28/2015
lnc,UKA,0,9/28/2015
jxe,LSY,5,9/28/2015
fkn,ZZO,5,9/28/2015
nrj,DEI,5,9/28/2015
ksk,FAB,0,9/28/2015
umg,GYI,1.91,9/28/2015
umg,WTN,3.08,9/28/2015
haz,KGD,0,9/28/2015
kdx,POX,0,9/28/2015
fsk,TDK,5,9/28/2015
pcm,FCO,0,9/28/2015
por,MZA,0,9/28/2015
ley,KGD,5,9/28/2015
xcj,ZVR,5,9/28/2015
gda,PPY,0,9/28/2015
zpm,FTK,5,9/28/2015
pbi,UKA,0,9/28/2015
nke,DCM,0,9/28/2015
yaa,RLJ,0,9/28/2015
svj,OVW,0,9/28/2015
yfu,HFQ,0,9/28/2015
uwb,UAO,1.03,9/28/2015
uhh,YEV,0,9/28/2015
fsv,LQX,0,9/28/2015
udm,UKA,0,9/28/2015
mie,UAO,1.76,9/28/2015
ilk,UPT,5,9/28/2015
afk,KAM,5,9/28/2015
hjc,KAM,5,9/28/2015
oos,BKC,0,9/28/2015
mmm,OFI,0,9/28/2015
qod,PAW,5,9/28/2015
hbw,UAO,5,9/28/2015
rvw,OQA,5,9/28/2015
mkl,QMB,5,9/28/2015
few,HEL,5,9/28/2015
wxt,ASY,5,9/28/2015
zct,UZB,5,9/28/2015
cxn,OOT,0,9/28/2015
ltb,PNJ,0.16,9/28/2015
fih,AVK,2.05,9/28/2015
fih,JHQ,2.94,9/28/2015
gds,YDX,5,9/28/2015
tou,CQO,0,9/28/2015
val,MZA,5,9/28/2015
vuj,VRS,0,9/28/2015
uwo,HEJ,5,9/28/2015
zpw,QZO,5,9/28/2015
pye,TYJ,5,9/28/2015
vvo,OQA,3.47,9/28/2015
fuw,TSZ,0,9/28/2015
kfx,HFQ,5,9/28/2015
vzr,JGG,5,9/28/2015
opb,XHS,2.17,9/28/2015
opb,TEK,2.82,9/28/2015
gqv,LZH,0,9/28/2015
aqo,MZA,0,9/28/2015
zun,FPM,0,9/28/2015
uuh,XLB,5,9/28/2015
sgu,XLB,0.16,9/28/2015
sqe,KJK,2.47,9/28/2015
sqe,WJE,2.52,9/28/2015
bkc,ZVR,5,9/28/2015
ylo,IDP,0,9/28/2015
ylo,LHC,0,9/28/2015
ouk,PAW,5,9/28/2015
tnh,HFQ,0,9/28/2015
ibo,KAM,5,9/28/2015
gms,LZH,3.72,9/28/2015
gms,MCW,1.27,9/28/2015
wzj,XWQ,0,9/28/2015
nfz,TYJ,5,9/28/2015
yux,UAO,5,9/28/2015
yat,FOO,0,9/28/2015
fan,LJR,0,9/28/2015
bzg,HWK,0,9/28/2015
okq,JXW,0,9/28/2015
okq,CQO,0,9/28/2015
ibu,GVQ,5,9/28/2015
zgq,IFB,0,9/28/2015
umk,RRZ,0,9/28/2015
dvo,LJG,5,9/28/2015
sot,KEN,0.44,9/28/2015
sot,JJP,0.03,9/28/2015
jfd,LBX,5,9/28/2015
vys,CHP,0,9/28/2015
jrn,IFB,0,9/28/2015
usy,LRF,0,9/28/2015
xqf,JTA,5,9/28/2015
lav,JID,0,9/28/2015
gge,VIX,5,9/28/2015
xbr,NJQ,0,9/28/2015
qck,FRR,5,9/28/2015
sso,PKU,5,9/28/2015
mht,NHV,5,9/28/2015
rus,TFM,5,9/28/2015
awx,EUQ,5,9/28/2015
ziw,DQY,0,9/28/2015
pgf,XQB,5,9/28/2015
stb,UYI,0,9/28/2015
jdf,UYI,5,9/28/2015
pxu,HFQ,0,9/28/2015
cxh,SSW,0,9/28/2015
jez,KGD,0.57,9/28/2015
jez,FKJ,2.31,9/28/2015
dxz,NDJ,5,9/28/2015
elp,HEL,5,9/28/2015
czq,KAM,0,9/28/2015
mqr,GRM,0,9/28/2015
oub,HJT,0,9/28/2015
nuu,JXW,3.43,9/28/2015
nuu,USA,1.56,9/28/2015
exq,GVQ,5,9/28/2015
ovl,LNQ,0,9/28/2015
ovl,WAT,5,9/28/2015
ktc,YHM,0,9/28/2015
kpk,DGV,0,9/28/2015
wko,JID,5,9/28/2015
gbs,MQB,5,9/28/2015
zfc,PRR,0,9/28/2015
ibj,KSD,5,9/28/2015
wfi,LZH,5,9/28/2015
uom,BKC,0,9/28/2015
bpm,NBJ,5,9/28/2015
rbp,HFQ,5,9/28/2015
gkr,OOT,5.16,9/28/2015
rzn,HFQ,0,9/28/2015
amz,DCM,0,9/28/2015
uml,DKJ,5,9/28/2015
peh,HFQ,0,9/28/2015
njc,ATT,0,9/28/2015
jkv,RKW,0,9/28/2015
kid,CUI,5,9/28/2015
tob,XBV,5,9/28/2015
xvw,VKA,5,9/28/2015
uty,IAJ,0,9/28/2015
svm,TSE,3.23,9/28/2015
svm,PAS,1.33,9/28/2015
svm,SOK,0.42,9/28/2015
uhc,KXS,5,9/28/2015
joh,FTK,5,9/28/2015
gfw,LZH,0,9/28/2015
ycp,PAW,5,9/28/2015
xjj,GYI,2.34,9/28/2015
xjj,WTN,2.65,9/28/2015
yvv,HEL,0,9/28/2015
ykn,ZUX,0,9/28/2015
qxv,VYF,2.5,9/28/2015
qxv,SDX,2.49,9/28/2015
sgx,XDJ,5,9/28/2015
rnv,LZH,0,9/28/2015
dqk,AOZ,0,9/28/2015
uva,HFQ,0,9/28/2015
mfl,ZTD,0,9/28/2015
ysd,NFO,0,9/28/2015
bhr,LZH,5,9/28/2015
hug,HWK,5,9/28/2015
flh,CBA,5,9/28/2015
bno,YZT,0.86,9/28/2015
bno,SFT,4.13,9/28/2015
mid,DDY,0,9/28/2015
sxu,LJR,1.78,9/28/2015
ihy,VXK,0,9/28/2015
vzk,VMT,3.96,9/28/2015
vzk,GSE,1.03,9/28/2015
ptl,LZH,5,9/28/2015
wmf,GRM,0,9/28/2015
cpj,LZH,0,9/28/2015
uln,QFQ,5,9/28/2015
rqq,JAG,5,9/28/2015
aox,HWK,0,9/28/2015
nze,KGD,5,9/28/2015
ifc,GMW,0,9/28/2015
ulj,GKD,0,9/28/2015
qnz,LDN,5,9/28/2015
scf,ETV,1.72,9/28/2015
dil,DDY,3.71,9/28/2015
cqb,OQA,5,9/28/2015
wvu,XBV,5,9/28/2015
szx,KFR,5,9/28/2015
eko,DCM,5,9/28/2015
sxx,HWK,5,9/28/2015
xxh,LZH,5,9/28/2015
jhm,DKD,5,9/28/2015
fxv,REA,5,9/28/2015
cam,SLP,5,9/28/2015
jrr,FCO,0,9/28/2015
kmq,VYF,2.5,9/28/2015
kmq,SDX,2.5,9/28/2015
dww,XBV,5,9/28/2015
wga,FLH,5,9/28/2015
tzt,NKC,5,9/28/2015
rqs,KAM,5,9/28/2015
xln,JIV,0,9/28/2015
pqp,KAM,5,9/28/2015
tww,PAW,0,9/28/2015
ijf,XDJ,0,9/28/2015
jxy,DCN,0,9/28/2015
mel,WMS,0,9/28/2015
brw,KGD,5,9/28/2015
hql,FNG,0,9/28/2015
vrs,BEL,5,9/28/2015
hzo,LZH,0,9/28/2015
aby,JNW,5,9/28/2015
eiq,MTH,5,9/28/2015
odc,LJG,0,9/28/2015
mib,ARR,5,9/28/2015
fzk,IWY,5,9/28/2015
ztv,LJR,0,9/28/2015
bqe,HWK,2.17,9/28/2015
ekc,DKD,0,9/28/2015
igm,JTV,5,9/28/2015
cjq,HFQ,2.31,9/28/2015
zlq,KSD,0,9/28/2015
jem,UFZ,1.02,9/28/2015
jem,DKJ,3.97,9/28/2015
qth,LXM,0,9/28/2015
npj,IFB,0,9/28/2015
new,RUW,1.89,9/28/2015
new,HOU,3.1,9/28/2015
iyx,WUD,0,9/28/2015
omz,KIE,0,9/28/2015
omz,JBF,0,9/28/2015
gqx,FPE,0,9/28/2015
ggx,LZH,5,9/28/2015
xhn,MQB,0,9/28/2015
fak,LZH,4.88,9/28/2015
xxo,APY,0,9/28/2015
ltj,HEL,5,9/28/2015
msi,ZZO,5,9/28/2015
kfd,PTK,5,9/28/2015
kga,LZH,5,9/28/2015
zsm,EVY,0,9/28/2015
jtn,TEK,3.3,9/28/2015
nvr,UAO,5,9/28/2015
xgm,VDE,5,9/28/2015
eyt,IKT,0,9/28/2015
lfo,UZB,5,9/28/2015
umv,XWQ,0,9/28/2015
hkv,NWN,5,9/28/2015
klt,DSZ,5,9/28/2015
llg,GXB,0,9/28/2015
mjh,LJR,0,9/28/2015
thc,VKK,0,9/28/2015
thq,JIV,0,9/28/2015
elk,VIX,5,9/28/2015
hce,MWO,4.4,9/28/2015
hce,TDR,0.59,9/28/2015
puj,XDJ,0,9/28/2015
nip,WZI,5,9/28/2015
jow,VMT,4.92,9/28/2015
jow,GSE,0.07,9/28/2015
cjc,JTA,0,9/28/2015
ixk,PRR,0,9/28/2015
lsi,MJF,0,9/28/2015
iuk,CKH,0.1,9/28/2015
iuk,OMM,0.21,9/28/2015
tgm,RCK,5,9/28/2015
usl,PKI,5,9/28/2015
yai,PUX,5,9/28/2015
tkj,EJB,1.06,9/28/2015
tkj,ULQ,3.36,9/28/2015
tkj,URZ,0.43,9/28/2015
tkj,PEC,0.13,9/28/2015
tso,XQB,0,9/28/2015
yzh,MRX,0,9/28/2015
rdl,OUA,0,9/28/2015
sjl,JXW,5,9/28/2015
gfx,KGD,5,9/28/2015
qde,QMB,0,9/28/2015
pwv,FKA,5,9/28/2015
fns,WQD,5,9/28/2015
wdd,OGA,0,9/28/2015
sfj,PUX,5,9/28/2015
aog,WZI,0,9/28/2015
mol,MQB,0,9/28/2015
yiw,MRX,0,9/28/2015
ctc,XDJ,0,9/28/2015
ecv,BRM,0,9/28/2015
gam,TCX,5,9/28/2015
nxb,HEL,5,9/28/2015
xon,HEL,2.32,9/28/2015
gxr,HEL,5,9/28/2015
nzo,FRR,5,9/28/2015
kvb,OJG,5,9/28/2015
ica,SLP,5,9/28/2015
qji,UKA,0,9/28/2015
pof,FKI,0,9/28/2015
alp,GYI,1.93,9/28/2015
alp,WTN,3.06,9/28/2015
mai,XQB,5,9/28/2015
bdg,LZH,5,9/28/2015
dcg,VKK,0,9/28/2015
klh,VKK,0,9/28/2015
tcg,VKK,0,9/28/2015
prz,LWC,5,9/28/2015
ryl,LZH,5,9/28/2015
ntf,IVC,5,9/28/2015
ypq,ZTD,5,9/28/2015
ynn,LZH,0,9/28/2015
jdc,MRX,5,9/28/2015
tnn,MRX,0,9/28/2015
imd,WKK,4.9,9/28/2015
xyq,JGG,0,9/28/2015
fiu,MQP,0,9/28/2015
sei,JFI,5,9/28/2015
ddu,XPU,0,9/28/2015
tvx,FAB,0,9/28/2015
rxr,HRM,5,9/28/2015
xfl,RRC,5,9/28/2015
ecd,RRC,0,9/28/2015
tmt,CGE,3.31,9/28/2015
fhz,SLP,5,9/28/2015
dtc,YBP,0,9/28/2015
ghy,ETG,0,9/28/2015
duv,XDJ,0,9/28/2015
ndy,QQX,5,9/28/2015
cwo,SLP,5,9/28/2015
gqi,PUX,5,9/28/2015
ept,MRX,0,9/28/2015
tux,OUH,5,9/28/2015
kbg,BKW,0,9/28/2015
mqa,XAS,0,9/28/2015
idm,BSU,0,9/28/2015
idm,XAA,0,9/28/2015
lip,LZH,5,9/28/2015
xtq,FYL,5,9/28/2015
quy,MRX,5,9/28/2015
rqd,HBL,5,9/28/2015
xij,OGO,0.68,9/28/2015
xij,GMW,4.31,9/28/2015
fdn,JHR,0.46,9/28/2015
fdn,VQS,1.12,9/28/2015
fdn,TNL,3.4,9/28/2015
vxy,QZO,5,9/28/2015
cpo,QZO,0,9/28/2015
nss,AKZ,0,9/28/2015
buo,WDC,0,9/28/2015
icd,HEL,0,9/28/2015
wok,QZO,5,9/28/2015
lsq,HEL,5,9/28/2015
oqr,KFR,5,9/28/2015
dkh,XNU,0,9/28/2015
joe,CGE,4.87,9/28/2015
mku,HIS,0,9/28/2015
lkh,HEJ,5,9/28/2015
baz,QZO,5,9/28/2015
sps,MMK,0,9/28/2015
hpy,MRX,0,9/28/2015
kyn,VFT,2.9,9/28/2015
kyn,OUH,0.69,9/28/2015
kyn,HNY,0.69,9/28/2015
kyn,RJL,0,9/28/2015
kyn,NWO,0.7,9/28/2015
eia,IGJ,5,9/28/2015
kzf,ETV,5,9/28/2015
xxa,ZTD,0,9/28/2015
rhh,DKD,5,9/28/2015
hrp,HSS,0,9/28/2015
xwh,PAW,5,9/28/2015
cad,LOA,2.36,9/28/2015
ksx,IKT,2.62,9/28/2015
npb,LOA,0,9/28/2015
tly,HEL,5,9/28/2015
tsm,PPU,0,9/28/2015
kxl,DQZ,5,9/28/2015
fmn,ZVN,5,9/28/2015
zeo,UZB,5,9/28/2015
gmw,DUA,5,9/28/2015
dgn,XNP,5,9/28/2015
csk,QMM,5,9/28/2015
rpb,OFI,0,9/28/2015
nva,TVV,5,9/28/2015
ieg,OQA,5,9/28/2015
sxb,LJR,5,9/28/2015
cgi,ZZO,0.62,9/28/2015
njg,HJD,0,9/28/2015
wti,KAM,3.25,9/28/2015
gue,LWC,5,9/28/2015
bjz,VUM,0,9/28/2015
lmk,RKY,0,9/28/2015
env,GRV,0,9/28/2015
cvb,MRX,5,9/28/2015
flx,KGD,0,9/28/2015
gse,QLP,4.99,9/28/2015
gse,NIK,0,9/28/2015
hse,YYI,5,9/28/2015
dze,XBV,5,9/28/2015
scr,GXB,0,9/28/2015
rhw,UAO,0,9/28/2015
gwx,YYI,5,9/28/2015
xsd,RKJ,5,9/28/2015
pkq,DKJ,5,9/28/2015
dsa,EGN,0.68,9/28/2015
dsa,AGH,3.54,9/28/2015
dsa,SDN,0.75,9/28/2015
dsa,NQG,0.01,9/28/2015
cie,OOT,5,9/28/2015
oud,OOT,0,9/28/2015
thr,KAM,4.31,9/28/2015
uay,AGH,0,9/28/2015
uay,SDN,0,9/28/2015
lsg,RKJ,5,9/28/2015
yjx,VLE,5,9/28/2015
afj,OGO,2.04,9/28/2015
afj,GMW,2.95,9/28/2015
ujf,HEL,5,9/28/2015
zvk,HEL,0,9/28/2015
iey,JGG,0,9/28/2015
mbr,FTK,5,9/28/2015
hdu,HEL,0,9/28/2015
maw,QQS,0,9/28/2015
mpz,WSO,0,9/28/2015
yqb,HWK,5,9/28/2015
ajg,HWK,5,9/28/2015
qkq,VXK,0,9/28/2015
aqq,XXM,5,9/28/2015
hnk,LZH,0,9/28/2015
hpx,WFP,5,9/28/2015
wwf,RKJ,0,9/28/2015
fqy,AGH,5,9/28/2015
gnl,HEL,0,9/28/2015
cof,LJG,0,9/28/2015
btq,HEL,0,9/28/2015
wqo,SLP,5,9/28/2015
pne,NQG,0,9/28/2015
rgu,ETG,0,9/28/2015
syw,KAM,5,9/28/2015
pej,WFP,5,9/28/2015
zkr,XIA,0,9/28/2015
ipv,SDN,5,9/28/2015
qmh,LHC,5,9/28/2015
pdk,LHC,5,9/28/2015
jke,YYI,5,9/28/2015
ftj,TEK,0,9/28/2015
nyn,NWC,0,9/28/2015
suz,UAO,5,9/28/2015
ckm,EDB,5,9/28/2015
owx,XIZ,5,9/28/2015
zox,YAM,0,9/28/2015
ofr,CRD,3.76,9/28/2015
ofr,SYL,1.23,9/28/2015
siy,IDP,2.16,9/28/2015
siy,LHC,2.83,9/28/2015
aih,HWK,5,9/28/2015
ykq,LHC,2.21,9/28/2015
ykq,VXF,1.62,9/28/2015
ykq,BZZ,0,9/28/2015
ykq,UXF,1.15,9/28/2015
aic,JXW,5,9/28/2015
afu,WFP,0,9/28/2015
zdn,WFP,5,9/28/2015
ghf,WFP,5,9/28/2015
gvc,WFP,5,9/28/2015
qmx,NUH,0,9/28/2015
paa,FPE,0,9/28/2015
lyt,BEL,5,9/28/2015
dmk,MRX,5,9/28/2015
vee,CDN,2.64,9/28/2015
vee,AGH,1.81,9/28/2015
vee,SDN,0.53,9/28/2015
rpp,QZO,5,9/28/2015
jwg,MRX,0,9/28/2015
ezi,MRX,0,9/28/2015
jcl,MRX,0,9/28/2015
pui,VXK,0.84,9/28/2015
jve,BTX,0,9/28/2015
ids,QXO,0.89,9/28/2015
jce,LOC,0,9/28/2015
occ,CRD,5.04,9/28/2015
ihu,PXD,4.9,9/28/2015
pwg,KFR,0,9/28/2015
pwg,DRO,0,9/28/2015
kmo,BEL,5,9/28/2015
byi,HWK,5,9/28/2015
jen,CGE,5,9/28/2015
rci,HBL,0,9/28/2015
ikq,HWK,0,9/28/2015
jql,KLJ,4.56,9/28/2015
jql,SLK,0.43,9/28/2015
dpm,YYI,5,9/28/2015
grt,XWQ,0,9/28/2015
fnc,VXK,2.87,9/28/2015
uvy,VXK,3.45,9/28/2015
qsx,CZT,0,9/28/2015
fqe,OQA,5,9/28/2015
vor,XBV,0,9/28/2015
qig,LZH,5,9/28/2015
acf,LZH,5,9/28/2015
byn,XWQ,5,9/28/2015
wxi,YEV,0,9/28/2015
hlx,HWK,5,9/28/2015
ycw,UYG,0,9/28/2015
coy,DCM,0,9/28/2015
coy,VKE,0,9/28/2015
hnq,HFQ,0.06,9/28/2015
hnq,LQV,0,9/28/2015
dhl,CRD,0,9/28/2015
zbf,TOT,4.99,9/28/2015
zbf,AFK,0,9/28/2015
xxr,QMH,5,9/28/2015
knf,HEL,0,9/28/2015
xfu,XSV,5,9/28/2015
ccd,MRX,0,9/28/2015
sbl,KAM,5,9/28/2015
krz,KAM,5,9/28/2015
sux,DCM,5,9/28/2015
wwz,DCM,5,9/28/2015
wke,DCM,5,9/28/2015
sdh,DCM,5,9/28/2015
sht,DKD,5,9/28/2015
myk,FPM,0,9/28/2015
psx,UPT,0,9/28/2015
tgu,HEL,5,9/28/2015
nwa,HFQ,0,9/28/2015
fky,HEL,5,9/28/2015
tad,LCU,4.99,9/28/2015
tad,PWO,0,9/28/2015
jbc,UPT,0,9/28/2015
hgt,UPT,0,9/28/2015
yyz,HEL,5,9/28/2015
dqq,FKV,2.51,9/28/2015
dqq,OSD,2.48,9/28/2015
twb,PCS,5,9/28/2015
uvf,PCS,0,9/28/2015
tri,FRR,5,9/28/2015
uus,NZT,5,9/28/2015
scu,DCM,5,9/28/2015
isp,DCM,5,9/28/2015
ite,TDR,0,9/28/2015
ite,XMY,4.99,9/28/2015
hsn,DCM,5,9/28/2015
dsk,UPT,5,9/28/2015
zzq,DCM,5,9/28/2015
pzb,LZH,5,9/28/2015
mky,ZKL,4.7,9/28/2015
kit,UPT,5,9/28/2015
vju,XFB,0,9/28/2015
nio,DCM,5,9/28/2015
ony,DCM,5,9/28/2015
kiq,YAM,5,9/28/2015
urx,FCO,0,9/28/2015
evq,CRD,0,9/28/2015
ajw,TCS,0,9/28/2015
upw,QEP,5,9/28/2015
rpo,PPY,5,9/28/2015
bqt,FOW,4.65,9/28/2015
bqt,UYG,0,9/28/2015
rgx,AWN,5,9/28/2015
ahw,YAM,5,9/28/2015
vyn,LZH,0,9/28/2015
fpl,LSY,0,9/28/2015
noz,ZZO,5,9/28/2015
grx,ZOD,5,9/28/2015
ity,HBL,0,9/28/2015
gfa,LZH,0,9/28/2015
ola,PIL,5,9/28/2015
ssc,DCM,2.87,9/28/2015
ssc,RSO,2.12,9/28/2015
wky,DCM,0,9/28/2015
wky,FAB,0,9/28/2015
bbb,UPT,0,9/28/2015
dtj,DCM,5,9/28/2015
lkw,DCM,0,9/28/2015
ind,GVD,0,9/28/2015
oqt,DCM,5,9/28/2015
sau,RKW,5,9/28/2015
gpx,QDE,0,9/28/2015
bbn,RSO,0,9/28/2015
pol,MZA,5,9/28/2015
nud,DKD,5,9/28/2015
qmb,VTP,0,9/28/2015
mpq,XNU,0,9/28/2015
xab,HEL,5,9/28/2015
pyc,POX,0,9/28/2015
vwc,QZO,0,9/28/2015
kah,PTK,5,9/28/2015
ocq,LZH,0,9/28/2015
myv,YEV,5,9/28/2015
tfu,UPT,5,9/28/2015
eof,DCM,2.28,9/28/2015
ozp,AVF,3.24,9/28/2015
ixd,IWW,0.48,9/28/2015
ixd,HZC,0.48,9/28/2015
ixd,IFX,2.4,9/28/2015
ixd,OUP,1.62,9/28/2015
pvh,HAF,5,9/28/2015
uww,IVC,0,9/28/2015
vyt,HEL,0,9/28/2015
yuh,HEL,5,9/28/2015
ctd,HEL,5,9/28/2015
rlp,HEL,5,9/28/2015
ipo,ZZO,0,9/28/2015
dwh,HWK,0,9/28/2015
cao,QEP,5,9/28/2015
qvq,HBL,5.32,9/28/2015
cdk,FVA,5,9/28/2015
jnl,LJR,5,9/28/2015
hey,XWQ,5,9/28/2015
vtv,XBV,0,9/28/2015
ybz,VXK,0,9/28/2015
yry,HBL,0,9/28/2015
gyn,FKI,0,9/28/2015
emc,POX,0,9/28/2015
fwa,CJD,5,9/28/2015
ztj,UAO,5,9/28/2015
nfl,FYL,5,9/28/2015
djf,LZH,5,9/28/2015
fzb,CUE,0.17,9/28/2015
tjm,JXW,0,9/28/2015
bwj,CQO,1.95,9/28/2015
eid,UPT,5,9/28/2015
szg,HEL,5,9/28/2015
ftu,HEL,5,9/28/2015
epk,NTQ,0,9/28/2015
jsr,VMI,5,9/28/2015
urv,HBL,0,9/28/2015
wje,HMS,1.82,9/28/2015
wje,QMM,1.36,9/28/2015
wje,TNL,0.54,9/28/2015
wje,DUA,1.25,9/28/2015
ptt,QZO,5,9/28/2015
lfr,YAM,0,9/28/2015
yfo,XBV,5,9/28/2015
fej,RPO,5,9/28/2015
zmj,LJG,0,9/28/2015
gcb,YQK,0,9/28/2015
rbw,JHS,0.01,9/28/2015
rbw,DJQ,4.98,9/28/2015
smv,DKD,0,9/28/2015
mvo,FRR,0,9/28/2015
unp,NLY,0,9/28/2015
onh,DUA,5,9/28/2015
bct,BJG,0,9/28/2015
dau,ADZ,0,9/28/2015
xdq,PTK,0,9/28/2015
exv,DKD,5,9/28/2015
ysk,XBV,5,9/28/2015
tcz,XBV,5,9/28/2015
lrb,KGD,5,9/28/2015
ryr,FGU,5,9/28/2015
ikz,MEY,5,9/28/2015
nux,QKZ,5,9/28/2015
icf,HIW,4.32,9/28/2015
qeb,KAM,5,9/28/2015
sha,DKD,3.71,9/28/2015
sha,BJG,1.28,9/28/2015
pjj,KAM,5,9/28/2015
hom,SFS,0,9/28/2015
zbv,WQD,5,9/28/2015
czl,CUI,0,9/28/2015
jmv,MTH,0,9/28/2015
cek,WQD,0,9/28/2015
qed,GYL,5,9/28/2015
ntc,IPL,0,9/28/2015
nqv,CUE,0,9/28/2015
url,HWK,0,9/28/2015
lyx,XPU,0,9/28/2015
zhv,QZO,5,9/28/2015
pjl,JIV,5,9/28/2015
bhh,VBP,5,9/28/2015
ntt,DKD,5,9/28/2015
axv,YEV,5,9/28/2015
tjg,VTK,0,9/28/2015
vvy,CUE,0,9/28/2015
qjh,XDJ,5,9/28/2015
ipe,YEV,5,9/28/2015
dnx,IAY,0,9/28/2015
aor,EEX,0,9/28/2015
gij,OGF,0,9/28/2015
gki,ZCX,0,9/28/2015
wpj,YEV,5,9/28/2015
gjd,QZO,5,9/28/2015
ami,LZH,0,9/28/2015
cth,QCD,0,9/28/2015
xno,YEV,5,9/28/2015
dri,DCM,5,9/28/2015
nbp,HFQ,0,9/28/2015
cfo,XLK,4.68,9/28/2015
cfo,MBV,0.31,9/28/2015
lwu,YEV,0,9/28/2015
fmf,PPY,0,9/28/2015
bkx,GUZ,1.88,9/28/2015
cis,DGV,5,9/28/2015
mxn,RLM,0,9/28/2015
gjr,JXW,0,9/28/2015
ier,NDJ,0,9/28/2015
pyy,FFK,0,9/28/2015
rog,LZH,0,9/28/2015
gcc,YEV,0,9/28/2015
tbx,RXS,0,9/28/2015
jac,GIG,5,9/28/2015
byb,YEV,0,9/28/2015
ron,VMT,5,9/28/2015
ibd,IFO,2.27,9/28/2015
ibd,XVS,2.72,9/28/2015
feh,NWN,5,9/28/2015
aaa,AAA,0,9/29/2015
dxw,HEL,5,9/29/2015
